Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication,Catalogue Number,Scientific Name (intepreted),Country - parsed,Latitude - original,Decimal latitude (WGS84),Decimal longitude (WGS84),Coordinate Uncertainty in Metres
99,NSW129517,9,fullLeaf,76,5465,6.07,122,4.07,63,2.1,46,5,5874,136,68,42,93,90,93,110,91,1,1,1,0,0,NSW129517,Syzygium ingens,Australia,-28.82,-28.82,153.3975,10000
101,NSW129519,5,fullLeaf,84,17617,19.57,336,11.2,88,2.93,26,5,20510,360,90,28,86,93,98,93,84,1,1,1,0,0,NSW129519,Syzygium ingens,Australia,-28.52,-28.52,153.45,10000
428,NSW475457,2,fullLeaf,98,12622,14.02,208,6.93,90,3,6,5,13173,228,93,3,96,91,97,200,94,1,1,1,0,0,NSW475457,Syzygium papyraceum,Australia,-17.12,-17.12,145.62,1000
618,NSW528864,2,fullLeaf,86,7704,8.56,180,6,68,2.27,0,5,7280,170,71,4,106,106,96,0,88,1,1,1,0,0,NSW528864,Syzygium johnsonii,Australia,-17.425,-17.425,145.5917,1600
628,NSW528879,6,fullLeaf,89,4785,5.32,136,4.53,49,1.63,129,5,4476,134,54,121,107,101,91,107,90,1,1,1,0,0,NSW528879,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
869,NSW529877,4,fullLeaf,83,7292,8.1,162,5.4,67,2.23,36,5,7303,172,68,37,100,94,99,97,95,1,1,1,0,0,NSW529877,Syzygium divaricatum,Australia,-17.425,-17.425,145.7917,1600
918,NSW533060,3,fullLeaf,93,5459,6.07,124,4.13,66,2.2,1,5,5536,124,72,0,99,100,92,0,91,1,1,1,0,0,NSW533060,Syzygium papyraceum,Australia,-17.45,-17.45,145.65,
937,NSW592806,6,fullLeaf,72,8696,9.66,168,5.6,79,2.63,143,5,8798,166,81,142,99,101,98,101,93,1,1,1,0,0,NSW592806,Syzygium papyraceum,Australia,-17.38,-17.38,145.73,5000
955,NSW674488,10,fullLeaf,73,5699,6.33,112,3.73,74,2.47,119,5,5730,152,70,130,99,74,106,92,87,1,1,1,0,0,NSW674488,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
956,NSW674489,4,fullLeaf,90,6142,6.82,126,4.2,76,2.53,132,5,6572,156,76,140,93,81,100,94,92,1,1,1,0,0,NSW674489,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
1097,NSW835535,7,fullLeaf,94,9378,10.42,186,6.2,76,2.53,50,5,10037,212,76,51,93,88,100,98,89,1,1,1,0,0,NSW835535,Syzygium bungadinnia,Australia,-17.27,-17.27,145.48,
1162,NSW870241,8,fullLeaf,93,9851,10.95,212,7.07,70,2.33,54,5,9420,208,67,55,105,102,104,98,92,1,1,1,0,0,NSW870241,Syzygium,Papua New Guinea,-7.3036,-7.3036,147.1336,3
1186,NSW931006,6,fullLeaf,80,18436,20.48,314,10.47,99,3.3,5,5,10296,226,78,71,179,139,127,7,2,1,1,1,0,0,NSW931006,Syzygium,Papua New Guinea,-9.46127,-9.46127,147.645,
1186,NSW931006,12,fullLeaf,70,9784,10.87,184,6.13,78,2.6,68,5,10296,226,78,71,95,81,100,96,93,1,1,1,0,0,NSW931006,Syzygium,Papua New Guinea,-9.46127,-9.46127,147.645,
99,NSW129517,6,fullLeaf,86,23999,26.67,366,12.2,96,3.2,27,6,22534,394,90,27,107,93,107,100,80,1,1,1,0,0,NSW129517,Syzygium ingens,Australia,-28.82,-28.82,153.3975,10000
428,NSW475457,5,fullLeaf,94,8883,9.87,188,6.27,70,2.33,122,6,9504,206,73,124,93,91,96,98,92,1,1,1,0,0,NSW475457,Syzygium papyraceum,Australia,-17.12,-17.12,145.62,1000
573,NSW528792,3,fullLeaf,93,14325,15.92,216,7.2,99,3.3,124,6,17994,304,95,135,80,71,104,92,79,1,1,1,0,0,NSW528792,Syzygium nervosum,Australia,-12.5,-12.5,131.48,2000
618,NSW528864,3,fullLeaf,79,8731,9.7,166,5.53,72,2.4,87,6,8306,168,77,80,105,99,94,109,92,1,1,1,0,0,NSW528864,Syzygium johnsonii,Australia,-17.425,-17.425,145.5917,1600
628,NSW528879,3,fullLeaf,92,8666,9.63,168,5.6,79,2.63,1,6,8946,178,80,1,97,94,99,100,96,1,1,1,0,0,NSW528879,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
803,NSW529199,1,fullLeaf,92,3601,4,102,3.4,53,1.77,0,6,3700,102,55,0,97,100,96,0,96,1,1,1,0,0,NSW529199,Syzygium macilwraithianum,Australia,-13.725,-13.725,143.3417,1600
869,NSW529877,3,fullLeaf,89,7597,8.44,180,6,57,1.9,46,6,7521,188,60,41,101,96,95,112,94,1,1,1,0,0,NSW529877,Syzygium divaricatum,Australia,-17.425,-17.425,145.7917,1600
937,NSW592806,2,fullLeaf,81,8844,9.83,174,5.8,82,2.73,33,6,8736,186,81,35,101,94,101,94,95,1,1,1,0,0,NSW592806,Syzygium papyraceum,Australia,-17.38,-17.38,145.73,5000
955,NSW674488,11,fullLeaf,72,3143,3.49,104,3.47,48,1.6,74,6,3335,112,49,79,94,93,98,94,94,1,1,1,0,0,NSW674488,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
956,NSW674489,5,fullLeaf,90,5127,5.7,158,5.27,56,1.87,106,6,5272,168,57,108,97,94,98,98,94,1,1,1,0,0,NSW674489,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
1162,NSW870241,1,fullLeaf,97,10805,12.01,242,8.07,69,2.3,115,6,10251,244,72,113,105,99,96,102,92,1,1,1,0,0,NSW870241,Syzygium,Papua New Guinea,-7.3036,-7.3036,147.1336,3
1186,NSW931006,11,fullLeaf,71,10143,11.27,184,6.13,83,2.77,138,6,10086,226,77,139,101,81,108,99,91,1,1,1,0,0,NSW931006,Syzygium,Papua New Guinea,-9.46127,-9.46127,147.645,
99,NSW129517,7,fullLeaf,84,28312,31.46,404,13.47,105,3.5,6,7,24707,416,98,6,114,97,107,100,85,1,1,1,0,0,NSW129517,Syzygium ingens,Australia,-28.82,-28.82,153.3975,10000
428,NSW475457,7,fullLeaf,92,8640,9.6,186,6.2,68,2.27,14,7,8898,202,69,17,97,92,99,82,94,1,1,1,0,0,NSW475457,Syzygium papyraceum,Australia,-17.12,-17.12,145.62,1000
628,NSW528879,11,fullLeaf,72,11681,12.98,178,5.93,100,3.33,154,7,8909,164,89,149,131,109,112,103,75,1,1,1,0,0,NSW528879,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
803,NSW529199,2,fullLeaf,91,4145,4.61,102,3.4,56,1.87,10,7,3946,110,54,5,105,93,104,200,88,1,1,1,0,0,NSW529199,Syzygium macilwraithianum,Australia,-13.725,-13.725,143.3417,1600
937,NSW592806,3,fullLeaf,79,9624,10.69,176,5.87,86,2.87,158,7,9586,176,88,160,100,100,98,99,97,1,1,1,0,0,NSW592806,Syzygium papyraceum,Australia,-17.38,-17.38,145.73,5000
1162,NSW870241,3,fullLeaf,95,24447,27.16,304,10.13,116,3.87,52,7,24794,336,120,49,99,90,97,106,95,1,1,1,0,0,NSW870241,Syzygium,Papua New Guinea,-7.3036,-7.3036,147.1336,3
1186,NSW931006,9,fullLeaf,74,14357,15.95,238,7.93,88,2.93,123,7,14090,246,88,125,102,97,100,98,96,1,1,1,0,0,NSW931006,Syzygium,Papua New Guinea,-9.46127,-9.46127,147.645,
428,NSW475457,11,fullLeaf,82,13529,15.03,208,6.93,95,3.17,119,8,14045,222,96,118,96,94,99,101,95,1,1,1,0,0,NSW475457,Syzygium papyraceum,Australia,-17.12,-17.12,145.62,1000
628,NSW528879,1,fullLeaf,95,6317,7.02,126,4.2,72,2.4,125,8,6503,142,70,128,97,89,103,98,95,1,1,1,0,0,NSW528879,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
803,NSW529199,8,fullLeaf,72,3922,4.36,108,3.6,54,1.8,107,8,3704,98,55,113,106,110,98,95,89,1,1,1,0,0,NSW529199,Syzygium macilwraithianum,Australia,-13.725,-13.725,143.3417,1600
937,NSW592806,7,fullLeaf,72,12393,13.77,206,6.87,90,3,137,8,11603,198,86,134,107,104,105,102,91,1,1,1,0,0,NSW592806,Syzygium papyraceum,Australia,-17.38,-17.38,145.73,5000
955,NSW674488,5,fullLeaf,89,3295,3.66,84,2.8,55,1.83,0,8,2164,94,42,90,152,89,131,0,2,1,1,1,0,0,NSW674488,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
1162,NSW870241,4,fullLeaf,95,14727,16.36,260,8.67,85,2.83,10,8,14999,272,84,10,98,96,101,100,96,1,1,1,0,0,NSW870241,Syzygium,Papua New Guinea,-7.3036,-7.3036,147.1336,3
1186,NSW931006,10,fullLeaf,71,8286,9.21,182,6.07,68,2.27,39,8,7975,190,70,40,104,96,97,97,95,1,1,1,0,0,NSW931006,Syzygium,Papua New Guinea,-9.46127,-9.46127,147.645,
99,NSW129517,2,fullLeaf,93,22525,25.03,340,11.33,101,3.37,138,9,22036,382,104,136,102,89,97,101,88,1,1,1,0,0,NSW129517,Syzygium ingens,Australia,-28.82,-28.82,153.3975,10000
428,NSW475457,15,fullLeaf,72,8629,9.59,164,5.47,79,2.63,12,9,9121,178,80,15,95,92,99,80,93,1,1,1,0,0,NSW475457,Syzygium papyraceum,Australia,-17.12,-17.12,145.62,1000
956,NSW674489,6,fullLeaf,89,5037,5.6,138,4.6,62,2.07,50,9,5171,144,62,45,97,96,100,111,95,1,1,1,0,0,NSW674489,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
956,NSW674489,8,fullLeaf,77,2724,3.03,108,3.6,43,1.43,94,10,2876,110,48,90,95,98,90,104,93,1,1,1,0,0,NSW674489,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
955,NSW674488,,,,,,,,,,,7,1247,52,32,44,,,,,,0,1,0,0,1,NSW674488,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
919,NSW533061,,,,,,,,,,,1,1944,98,33,1,,,,,,0,1,0,0,1,NSW533061,Syzygium papyraceum,Australia,-17.45,-17.45,145.65,
956,NSW674489,,,,,,,,,,,8,1635,88,35,32,,,,,,0,1,0,0,1,NSW674489,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
576,NSW528795,,,,,,,,,,,6,2128,82,43,66,,,,,,0,1,0,0,1,NSW528795,Syzygium aqueum,Australia,-12.72,-12.72,143.25,2000
919,NSW533061,,,,,,,,,,,4,4248,144,45,83,,,,,,0,1,0,0,1,NSW533061,Syzygium papyraceum,Australia,-17.45,-17.45,145.65,
1065,NSW833600,,,,,,,,,,,2,3140,94,46,37,,,,,,0,1,0,0,1,NSW833600,Syzygium,Papua New Guinea,-6.09003,-6.09003,147.01214,
956,NSW674489,,,,,,,,,,,7,3330,124,47,105,,,,,,0,1,0,0,1,NSW674489,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
1065,NSW833600,,,,,,,,,,,5,2486,78,47,73,,,,,,0,1,0,0,1,NSW833600,Syzygium,Papua New Guinea,-6.09003,-6.09003,147.01214,
956,NSW674489,,,,,,,,,,,11,3466,114,53,114,,,,,,0,1,0,0,1,NSW674489,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
365,NSW379977,,,,,,,,,,,4,4851,134,56,111,,,,,,0,1,0,0,1,NSW379977,Syzygium ingens,Australia,-28.82,-28.82,153.4,10000
573,NSW528792,,,,,,,,,,,2,4061,144,57,28,,,,,,0,1,0,0,1,NSW528792,Syzygium nervosum,Australia,-12.5,-12.5,131.48,2000
919,NSW533061,,,,,,,,,,,6,5084,148,62,90,,,,,,0,1,0,0,1,NSW533061,Syzygium papyraceum,Australia,-17.45,-17.45,145.65,
919,NSW533061,,,,,,,,,,,5,6521,166,63,94,,,,,,0,1,0,0,1,NSW533061,Syzygium papyraceum,Australia,-17.45,-17.45,145.65,
618,NSW528864,,,,,,,,,,,4,4767,112,65,15,,,,,,0,1,0,0,1,NSW528864,Syzygium johnsonii,Australia,-17.425,-17.425,145.5917,1600
803,NSW529199,,,,,,,,,,,1,5199,120,65,130,,,,,,0,1,0,0,1,NSW529199,Syzygium macilwraithianum,Australia,-13.725,-13.725,143.3417,1600
803,NSW529199,,,,,,,,,,,9,4620,116,65,125,,,,,,0,1,0,0,1,NSW529199,Syzygium macilwraithianum,Australia,-13.725,-13.725,143.3417,1600
955,NSW674488,,,,,,,,,,,3,5406,146,66,6,,,,,,0,1,0,0,1,NSW674488,Syzygium fratris,Australia,-17.3847,-17.3847,145.7964,100
1065,NSW833600,,,,,,,,,,,3,5518,124,66,0,,,,,,0,1,0,0,1,NSW833600,Syzygium,Papua New Guinea,-6.09003,-6.09003,147.01214,
1122,NSW835952,,,,,,,,,,,1,4948,126,66,87,,,,,,0,1,0,0,1,NSW835952,Syzygium fratris,Australia,-17.4,-17.4,145.8,
937,NSW592806,,,,,,,,,,,9,7579,168,68,44,,,,,,0,1,0,0,1,NSW592806,Syzygium papyraceum,Australia,-17.38,-17.38,145.73,5000
869,NSW529877,,,,,,,,,,,4,5937,118,69,116,,,,,,0,1,0,0,1,NSW529877,Syzygium divaricatum,Australia,-17.425,-17.425,145.7917,1600
803,NSW529199,,,,,,,,,,,5,6403,128,70,108,,,,,,0,1,0,0,1,NSW529199,Syzygium macilwraithianum,Australia,-13.725,-13.725,143.3417,1600
1122,NSW835952,,,,,,,,,,,2,5346,126,70,82,,,,,,0,1,0,0,1,NSW835952,Syzygium fratris,Australia,-17.4,-17.4,145.8,
1065,NSW833600,,,,,,,,,,,4,6780,146,72,34,,,,,,0,1,0,0,1,NSW833600,Syzygium,Papua New Guinea,-6.09003,-6.09003,147.01214,
1122,NSW835952,,,,,,,,,,,4,6442,158,73,38,,,,,,0,1,0,0,1,NSW835952,Syzygium fratris,Australia,-17.4,-17.4,145.8,
628,NSW528879,,,,,,,,,,,9,7085,152,75,112,,,,,,0,1,0,0,1,NSW528879,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
920,NSW533063,,,,,,,,,,,4,8269,164,77,43,,,,,,0,1,0,0,1,NSW533063,Syzygium papyraceum,Australia,-17.37,-17.37,145.77,
99,NSW129517,,,,,,,,,,,8,20212,380,79,1,,,,,,0,1,0,0,1,NSW129517,Syzygium ingens,Australia,-28.82,-28.82,153.3975,10000
937,NSW592806,,,,,,,,,,,2,8887,176,83,28,,,,,,0,1,0,0,1,NSW592806,Syzygium papyraceum,Australia,-17.38,-17.38,145.73,5000
70,NSW129468,,,,,,,,,,,1,12017,222,87,130,,,,,,0,1,0,0,1,NSW129468,Syzygium crebrinerve,Australia,-30.32,-30.32,152.72,25000
576,NSW528795,,,,,,,,,,,5,14503,234,87,90,,,,,,0,1,0,0,1,NSW528795,Syzygium aqueum,Australia,-12.72,-12.72,143.25,2000
1162,NSW870241,,,,,,,,,,,1,16805,280,94,50,,,,,,0,1,0,0,1,NSW870241,Syzygium,Papua New Guinea,-7.3036,-7.3036,147.1336,3
1063,NSW833597,,,,,,,,,,,1,13599,222,97,125,,,,,,0,1,0,0,1,NSW833597,Syzygium,Papua New Guinea,,-7.245278,147.149444,100
573,NSW528792,,,,,,,,,,,5,13425,260,98,63,,,,,,0,1,0,0,1,NSW528792,Syzygium nervosum,Australia,-12.5,-12.5,131.48,2000
975,NSW739142,,,,,,,,,,,1,10005,158,98,133,,,,,,0,1,0,0,1,NSW739142,Syzygium nervosum,Australia,-13.17,-13.17,130.12,2000
576,NSW528795,,,,,,,,,,,2,19346,282,100,159,,,,,,0,1,0,0,1,NSW528795,Syzygium aqueum,Australia,-12.72,-12.72,143.25,2000
618,NSW528864,,,,,,,,,,,1,13281,214,101,86,,,,,,0,1,0,0,1,NSW528864,Syzygium johnsonii,Australia,-17.425,-17.425,145.5917,1600
573,NSW528792,,,,,,,,,,,1,16873,300,102,126,,,,,,0,1,0,0,1,NSW528792,Syzygium nervosum,Australia,-12.5,-12.5,131.48,2000
70,NSW129468,,,,,,,,,,,6,16673,258,105,144,,,,,,0,1,0,0,1,NSW129468,Syzygium crebrinerve,Australia,-30.32,-30.32,152.72,25000
869,NSW529877,,,,,,,,,,,3,16684,212,111,93,,,,,,0,1,0,0,1,NSW529877,Syzygium divaricatum,Australia,-17.425,-17.425,145.7917,1600
976,NSW753931,,,,,,,,,,,1,23159,310,112,44,,,,,,0,1,0,0,1,NSW753931,Syzygium hemilamprum,Papua New Guinea,-5.0333,-5.0333,145.0506,500
570,NSW528788,,,,,,,,,,,2,16394,214,116,107,,,,,,0,1,0,0,1,NSW528788,Syzygium nervosum,Australia,-13.725,-13.725,133.4917,1600
1047,NSW805332,,,,,,,,,,,1,25718,342,124,131,,,,,,0,1,0,0,1,NSW805332,Syzygium,Papua New Guinea,-7.25,-7.25,146.5,2000
570,NSW528788,,,,,,,,,,,4,19111,244,131,90,,,,,,0,1,0,0,1,NSW528788,Syzygium nervosum,Australia,-13.725,-13.725,133.4917,1600
496,NSW528129,,,,,,,,,,,1,24376,212,156,4,,,,,,0,1,0,0,1,NSW528129,Syzygium eucalyptoides subsp. bleeseri,Australia,-12.5,-12.5,132.37,
1,NSW1001008,1,fullLeaf,95,31623,35.14,340,11.33,137,4.57,136,,,,,,,,,,,0,0,0,0,0,NSW1001008,Syzygium glenum,Australia,-16.17,-16.17,145.4,
1,NSW1001008,2,fullLeaf,90,16899,18.78,196,6.53,121,4.03,10,,,,,,,,,,,0,0,0,0,0,NSW1001008,Syzygium glenum,Australia,-16.17,-16.17,145.4,
1,NSW1001008,3,fullLeaf,87,46891,52.1,424,14.13,166,5.53,66,,,,,,,,,,,0,0,0,0,0,NSW1001008,Syzygium glenum,Australia,-16.17,-16.17,145.4,
1,NSW1001008,4,fullLeaf,81,42887,47.65,378,12.6,162,5.4,127,,,,,,,,,,,0,0,0,0,0,NSW1001008,Syzygium glenum,Australia,-16.17,-16.17,145.4,
1,NSW1001008,5,fullLeaf,75,54115,60.13,374,12.47,193,6.43,8,,,,,,,,,,,0,0,0,0,0,NSW1001008,Syzygium glenum,Australia,-16.17,-16.17,145.4,
1,NSW1001008,6,fullLeaf,73,45229,50.25,380,12.67,178,5.93,19,,,,,,,,,,,0,0,0,0,0,NSW1001008,Syzygium glenum,Australia,-16.17,-16.17,145.4,
2,NSW103074,1,fullLeaf,91,1502,1.67,66,2.2,35,1.17,6,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,2,fullLeaf,91,1532,1.7,68,2.27,34,1.13,144,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,3,fullLeaf,89,1066,1.18,52,1.73,28,0.93,1,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,4,fullLeaf,87,1070,1.19,60,2,30,1,64,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,5,fullLeaf,85,1635,1.82,64,2.13,39,1.3,133,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,6,fullLeaf,84,1202,1.34,58,1.93,30,1,24,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,7,fullLeaf,84,1144,1.27,44,1.47,36,1.2,127,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,8,fullLeaf,84,1721,1.91,76,2.53,37,1.23,104,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,9,fullLeaf,80,1401,1.56,70,2.33,30,1,7,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,10,fullLeaf,80,1528,1.7,76,2.53,35,1.17,78,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,11,fullLeaf,79,1157,1.29,76,2.53,20,0.67,1,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,12,fullLeaf,79,856,0.95,50,1.67,26,0.87,27,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,13,fullLeaf,78,1845,2.05,94,3.13,30,1,1,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,14,fullLeaf,77,1929,2.14,76,2.53,41,1.37,113,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,15,fullLeaf,73,387,0.43,32,1.07,18,0.6,124,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,16,fullLeaf,71,837,0.93,50,1.67,26,0.87,6,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,17,fullLeaf,71,1470,1.63,60,2,34,1.13,1,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
2,NSW103074,18,fullLeaf,70,1063,1.18,50,1.67,30,1,123,,,,,,,,,,,0,0,0,0,0,NSW103074,Syzygium smithii,Australia,-26.87,-26.87,151.6,1000
3,NSW1051521,1,fullLeaf,97,5145,5.72,114,3.8,67,2.23,116,,,,,,,,,,,0,0,0,0,0,NSW1051521,Syzygium australe,Australia,-32.311939,-32.311939,152.521536,
3,NSW1051521,2,fullLeaf,96,4736,5.26,122,4.07,58,1.93,129,,,,,,,,,,,0,0,0,0,0,NSW1051521,Syzygium australe,Australia,-32.311939,-32.311939,152.521536,
3,NSW1051521,3,fullLeaf,95,3437,3.82,96,3.2,58,1.93,21,,,,,,,,,,,0,0,0,0,0,NSW1051521,Syzygium australe,Australia,-32.311939,-32.311939,152.521536,
3,NSW1051521,4,fullLeaf,93,5340,5.93,126,4.2,67,2.23,140,,,,,,,,,,,0,0,0,0,0,NSW1051521,Syzygium australe,Australia,-32.311939,-32.311939,152.521536,
3,NSW1051521,5,fullLeaf,86,4937,5.49,114,3.8,70,2.33,58,,,,,,,,,,,0,0,0,0,0,NSW1051521,Syzygium australe,Australia,-32.311939,-32.311939,152.521536,
3,NSW1051521,6,fullLeaf,82,3301,3.67,90,3,56,1.87,19,,,,,,,,,,,0,0,0,0,0,NSW1051521,Syzygium australe,Australia,-32.311939,-32.311939,152.521536,
3,NSW1051521,7,fullLeaf,82,2202,2.45,76,2.53,45,1.5,143,,,,,,,,,,,0,0,0,0,0,NSW1051521,Syzygium australe,Australia,-32.311939,-32.311939,152.521536,
3,NSW1051521,8,fullLeaf,74,2188,2.43,86,2.87,42,1.4,137,,,,,,,,,,,0,0,0,0,0,NSW1051521,Syzygium australe,Australia,-32.311939,-32.311939,152.521536,
3,NSW1051521,9,fullLeaf,70,6724,7.47,176,5.87,66,2.2,1,,,,,,,,,,,0,0,0,0,0,NSW1051521,Syzygium australe,Australia,-32.311939,-32.311939,152.521536,
4,NSW1051522,1,fullLeaf,97,6287,6.99,152,5.07,61,2.03,19,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,2,fullLeaf,95,17202,19.11,250,8.33,106,3.53,15,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,3,fullLeaf,93,14217,15.8,236,7.87,106,3.53,31,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,4,fullLeaf,89,10134,11.26,212,7.07,73,2.43,90,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,5,fullLeaf,87,9582,10.65,238,7.93,75,2.5,99,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,6,fullLeaf,86,10314,11.46,192,6.4,84,2.8,61,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,7,fullLeaf,85,6895,7.66,188,6.27,64,2.13,2,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,8,fullLeaf,84,8508,9.45,176,5.87,73,2.43,10,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,9,fullLeaf,81,4963,5.51,164,5.47,51,1.7,51,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,10,fullLeaf,81,10429,11.59,238,7.93,76,2.53,70,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,11,fullLeaf,77,7745,8.61,180,6,61,2.03,122,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,12,fullLeaf,74,8692,9.66,184,6.13,80,2.67,34,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
4,NSW1051522,13,fullLeaf,71,9058,10.06,184,6.13,80,2.67,36,,,,,,,,,,,0,0,0,0,0,NSW1051522,Syzygium oleosum,Australia,-32.330389,-32.330389,152.534561,
5,NSW1051523,1,fullLeaf,98,10350,11.5,198,6.6,83,2.77,30,,,,,,,,,,,0,0,0,0,0,NSW1051523,Syzygium oleosum,Australia,-32.318903,-32.318903,152.528767,
5,NSW1051523,2,fullLeaf,97,11783,13.09,206,6.87,92,3.07,152,,,,,,,,,,,0,0,0,0,0,NSW1051523,Syzygium oleosum,Australia,-32.318903,-32.318903,152.528767,
5,NSW1051523,3,fullLeaf,93,3823,4.25,132,4.4,43,1.43,43,,,,,,,,,,,0,0,0,0,0,NSW1051523,Syzygium oleosum,Australia,-32.318903,-32.318903,152.528767,
5,NSW1051523,4,fullLeaf,84,8653,9.61,170,5.67,75,2.5,119,,,,,,,,,,,0,0,0,0,0,NSW1051523,Syzygium oleosum,Australia,-32.318903,-32.318903,152.528767,
5,NSW1051523,5,fullLeaf,80,2595,2.88,98,3.27,39,1.3,103,,,,,,,,,,,0,0,0,0,0,NSW1051523,Syzygium oleosum,Australia,-32.318903,-32.318903,152.528767,
5,NSW1051523,6,fullLeaf,72,6432,7.15,162,5.4,67,2.23,1,,,,,,,,,,,0,0,0,0,0,NSW1051523,Syzygium oleosum,Australia,-32.318903,-32.318903,152.528767,
6,NSW1051804,1,fullLeaf,98,4928,5.48,152,5.07,52,1.73,20,,,,,,,,,,,0,0,0,0,0,NSW1051804,Syzygium oleosum,Australia,-33.300531,-33.300531,151.522792,
